PM1.0,PM2.5,PM10,D.3,D.5,D1.0,D2.5,D5.0,D10,T,H
40,48,51,6594,1987,223,12,4,0,19.50,47.40
40,48,51,6594,1987,223,12,4,0,19.50,47.30
38,46,51,6399,1936,223,14,6,1,19.50,47.50
39,46,51,6408,1951,223,11,6,1,19.50,47.30
38,46,50,6273,1920,215,11,6,1,19.50,47.40
39,46,50,6291,1935,210,11,6,1,19.50,47.40
37,46,50,6135,1884,218,12,6,1,19.50,47.30
36,44,48,5859,1800,213,11,5,1,19.50,47.30
35,44,47,5616,1735,201,9,5,1,19.50,47.30
34,42,45,5460,1682,201,6,4,1,19.50,47.30
33,41,43,5349,1638,192,5,4,1,19.50,47.30
33,41,43,5298,1626,184,5,4,1,19.50,47.30
32,41,43,5436,1671,191,5,4,1,19.50,47.30
32,40,43,5361,1647,194,5,4,1,19.50,47.50
32,40,43,5367,1647,192,5,4,1,19.50,47.30
33,41,44,5367,1647,192,5,4,1,19.50,47.40
33,41,44,5367,1647,192,5,4,1,19.50,47.50
32,41,43,5319,1628,197,5,4,1,19.50,47.40
32,41,43,5319,1628,197,5,4,1,19.50,47.50
32,41,43,5319,1628,197,5,4,1,19.50,47.40
34,41,44,5496,1679,199,5,4,1,19.50,47.40
34,41,44,5496,1679,199,5,4,1,19.50,47.50
34,41,44,5496,1679,199,5,4,1,19.50,47.40
33,41,44,5460,1671,201,5,4,1,19.50,47.40
33,41,44,5460,1671,201,5,4,1,19.50,47.30
33,41,44,5460,1671,201,5,4,1,19.50,47.40
33,41,43,5499,1678,206,5,3,1,19.50,47.30
33,41,43,5499,1678,206,5,3,1,19.50,47.40
32,40,42,5499,1678,206,5,3,1,19.50,47.40
32,41,43,5493,1676,209,5,3,1,19.50,47.30
32,41,43,5493,1676,209,5,3,1,19.50,47.30
33,42,44,5493,1676,209,5,3,1,19.50,47.30
34,43,46,5691,1743,213,8,3,1,19.50,47.30
34,43,46,5691,1743,213,8,3,1,19.50,47.30
33,42,45,5691,1743,213,8,3,1,19.50,47.30
34,43,46,5820,1777,225,9,3,1,19.50,47.30
34,43,46,5820,1777,225,9,3,1,19.50,47.20
34,43,46,5820,1777,225,9,3,1,19.50,47.20
34,43,45,5856,1782,220,6,0,0,19.50,47.40
34,43,45,5856,1782,220,6,0,0,19.50,47.30
34,43,45,5856,1782,220,6,0,0,19.50,47.20
36,44,48,6018,1845,220,9,3,1,19.50,47.20
36,44,48,6018,1845,220,9,3,1,19.50,47.20
36,44,48,6018,1845,220,9,3,1,19.50,47.30
37,45,50,6003,1845,216,10,4,1,19.50,47.30
37,45,50,6003,1845,216,10,4,1,19.50,47.20
37,45,50,6003,1845,216,10,4,1,19.50,47.30
36,45,50,6045,1874,221,10,4,1,19.50,47.20
36,45,50,6045,1874,221,10,4,1,19.50,47.20
36,45,50,6045,1874,221,10,4,1,19.50,47.20
36,45,49,5949,1852,207,9,4,1,19.50,47.20
36,45,49,5949,1852,207,9,4,1,19.50,47.20
36,45,49,5949,1852,207,9,4,1,19.50,47.20
36,45,49,5868,1820,191,10,4,1,19.50,47.20
36,45,49,5868,1820,191,10,4,1,19.50,47.20
36,45,49,5868,1820,191,10,4,1,19.50,47.10
35,43,47,5781,1796,195,9,4,1,19.50,47.30
35,43,47,5781,1796,195,9,4,1,19.50,47.10
35,43,47,5781,1796,195,9,4,1,19.50,47.40
35,43,47,5841,1818,197,10,4,1,19.50,47.20
37,46,48,5877,1833,205,8,4,1,19.50,47.30
37,46,48,5886,1833,201,7,4,1,19.50,47.20
37,47,50,5967,1865,213,7,4,1,19.50,47.50
35,45,46,5808,1806,212,4,1,0,19.50,47.50
35,45,45,5838,1801,221,3,0,0,19.50,47.60
37,47,48,6093,1864,220,6,1,0,19.50,47.50
40,50,51,6444,1964,219,6,1,0,19.50,47.50
43,55,56,6960,2134,245,6,2,0,19.50,47.70
46,58,59,7404,2260,252,6,2,0,19.50,47.40
45,58,59,7497,2281,245,5,2,0,19.50,47.60
46,58,61,7626,2320,250,9,3,0,19.50,47.50
47,59,63,7719,2359,257,12,3,0,19.50,47.40
48,60,64,7719,2359,257,12,3,0,19.50,47.50
48,60,64,7719,2359,257,12,3,0,19.50,47.50
48,60,63,7689,2351,250,12,3,0,19.50,47.50
47,59,62,7689,2351,250,12,3,0,19.50,47.50
47,59,62,7689,2351,250,12,3,0,19.50,47.40
49,60,63,7854,2403,258,13,3,0,19.50,47.50
49,60,63,7854,2403,258,13,3,0,19.50,47.40
49,60,63,7854,2403,258,13,3,0,19.50,47.40
49,60,63,7896,2420,261,13,3,0,19.50,47.50
49,60,63,7896,2420,261,13,3,0,19.50,47.40
50,61,64,7896,2420,261,13,3,0,19.50,47.50
47,57,60,7488,2305,254,10,2,0,19.40,47.30
47,57,60,7488,2305,254,10,2,0,19.50,47.40
46,56,59,7488,2305,254,10,2,0,19.50,47.40
45,55,58,7197,2218,260,10,2,0,19.50,47.40
45,55,58,7197,2218,260,10,2,0,19.50,47.50
46,56,59,7197,2218,260,10,2,0,19.50,47.50
44,52,55,6906,2116,241,10,1,0,19.50,47.40
44,52,55,6906,2116,241,10,1,0,19.50,47.30
43,51,54,6906,2116,241,10,1,0,19.50,47.20
42,50,52,6765,2087,220,10,1,0,19.50,47.40
42,50,52,6765,2087,220,10,1,0,19.50,47.30
42,50,52,6765,2087,220,10,1,0,19.50,47.40
42,49,52,6549,2020,219,11,2,0,19.50,47.50
42,49,52,6549,2020,219,11,2,0,19.40,47.60
42,49,52,6549,2020,219,11,2,0,19.50,47.60
39,46,49,6345,1949,212,7,2,0,19.50,47.70
39,46,49,6345,1949,212,7,2,0,19.50,47.80
39,46,49,6345,1949,212,7,2,0,19.50,47.60
38,45,46,6276,1919,202,4,2,0,19.50,47.70
38,45,46,6276,1919,202,4,2,0,19.50,47.70
38,45,46,6276,1919,202,4,2,0,19.50,47.70
39,46,49,6312,1937,202,7,3,0,19.50,47.70
39,46,49,6312,1937,202,7,3,0,19.50,47.70
39,46,49,6312,1937,202,7,3,0,19.50,47.70
39,45,47,6369,1946,192,6,3,0,19.50,47.50
39,45,47,6369,1946,192,6,3,0,19.50,47.50
39,45,47,6369,1946,192,6,3,0,19.50,47.60
39,46,48,6429,1963,192,7,3,0,19.50,47.60
39,46,48,6429,1963,192,7,3,0,19.50,47.60
39,46,48,6429,1963,192,7,3,0,19.50,47.60
40,48,50,6699,2051,205,7,3,0,19.50,47.70
40,48,50,6699,2051,205,7,3,0,19.50,47.70
40,48,50,6699,2051,205,7,3,0,19.50,47.60
41,49,51,6813,2089,202,8,3,0,19.50,47.60
42,50,52,6813,2089,202,8,3,0,19.50,47.70
42,50,52,6813,2089,202,8,3,0,19.40,47.70
43,52,55,6924,2135,219,12,4,1,19.50,47.80
42,51,54,6924,2135,219,12,4,1,19.40,47.70
42,51,54,6924,2135,219,12,4,1,19.40,47.90
40,49,53,6759,2072,226,13,5,1,19.50,47.70
41,51,54,6945,2130,234,15,4,1,19.50,47.70
42,52,55,7062,2172,233,14,3,1,19.50,47.90
43,53,56,7119,2194,236,14,3,1,19.50,47.80
42,54,56,7089,2186,231,14,2,1,19.50,47.90
42,53,56,6996,2160,241,14,2,1,19.40,47.90
42,54,56,7011,2170,241,13,2,1,19.40,48.00
42,53,56,6924,2143,241,14,2,1,19.40,47.90
41,53,56,6822,2112,239,16,2,1,19.50,48.00
40,52,53,6678,2066,229,11,1,0,19.50,48.00
40,52,52,6714,2085,219,10,0,0,19.40,48.00
40,51,52,6606,2048,212,7,0,0,19.50,48.10
40,51,52,6570,2041,203,13,1,1,19.50,48.10
38,50,52,6306,1956,202,16,2,1,19.50,48.20
35,46,48,6015,1861,197,13,2,1,19.40,48.30
34,44,46,5766,1783,185,13,2,1,19.40,48.30
34,44,46,5766,1783,185,13,2,1,19.40,48.20
34,44,46,5766,1783,185,13,2,1,19.50,48.20
34,44,46,5772,1782,190,13,2,1,19.50,48.20
34,44,46,5835,1799,189,13,2,1,19.50,48.20
35,45,46,5961,1826,194,10,2,1,19.50,48.10
35,44,46,5886,1809,191,10,2,1,19.50,48.10
35,45,46,5913,1817,199,10,2,1,19.50,48.10
35,45,47,5871,1812,198,11,3,2,19.50,48.00
33,42,44,5619,1732,203,6,3,1,19.50,48.10
34,43,44,5742,1767,201,3,2,1,19.50,48.10
36,45,46,5976,1828,204,3,2,1,19.40,48.10
38,47,48,6219,1915,209,3,2,1,19.50,48.00
38,47,49,6234,1928,206,4,2,1,19.50,48.10
38,49,51,6381,1967,216,6,3,2,19.40,48.10
38,48,51,6285,1947,215,7,3,2,19.50,48.10
38,48,51,6294,1947,220,7,3,2,19.50,48.20
38,48,51,6294,1947,220,7,3,2,19.40,48.00
38,48,51,6282,1949,220,8,4,3,19.50,48.10
38,48,51,6282,1949,220,8,4,3,19.50,48.20
38,48,51,6282,1949,220,8,4,3,19.50,48.10
37,47,50,6159,1913,220,8,3,2,19.50,48.20
37,47,50,6159,1913,220,8,3,2,19.50,48.10
37,47,50,6159,1913,220,8,3,2,19.40,48.00
37,46,49,6063,1871,214,8,3,2,19.40,47.90
37,46,49,6063,1871,214,8,3,2,19.50,48.00
37,46,49,6063,1871,214,8,3,2,19.40,47.90
36,45,48,5976,1846,209,11,3,2,19.50,47.90
36,45,48,5976,1846,209,11,3,2,19.40,47.90
36,45,48,5976,1846,209,11,3,2,19.50,47.90
37,47,50,6099,1892,221,11,3,2,19.50,47.90
37,47,50,6099,1892,221,11,3,2,19.50,47.80
37,47,50,6099,1892,221,11,3,2,19.50,47.90
37,47,50,6237,1924,235,12,3,2,19.50,47.80
37,47,50,6237,1924,235,12,3,2,19.50,47.90
37,47,50,6237,1924,235,12,3,2,19.50,47.80
36,45,48,6024,1851,232,11,3,2,19.50,47.70
36,44,47,5823,1793,227,9,3,1,19.50,47.70
35,44,46,5706,1762,232,9,3,1,19.50,47.70
35,44,46,5667,1745,227,9,3,1,19.50,47.70
34,44,45,5541,1695,232,8,2,0,19.50,47.80
34,44,45,5628,1720,230,7,2,0,19.50,47.80
35,45,46,5724,1761,226,7,2,0,19.50,47.60
34,44,45,5601,1718,228,4,2,0,19.50,47.70
33,43,44,5448,1665,220,4,2,0,19.50,47.70
32,42,43,5448,1663,210,4,2,0,19.50,47.70
34,45,46,5718,1753,206,4,2,0,19.50,47.70
34,44,44,5679,1743,185,4,1,0,19.50,47.70
34,43,43,5628,1721,176,4,1,0,19.50,47.60
34,43,43,5628,1721,176,4,1,0,19.40,47.70
34,43,43,5628,1721,176,4,1,0,19.50,47.60
35,44,45,5733,1755,182,5,2,0,19.50,47.60
35,44,45,5733,1755,182,5,2,0,19.50,47.60
35,44,45,5733,1755,182,5,2,0,19.50,47.50
35,45,46,5856,1798,193,8,3,0,19.50,47.50
35,45,46,5856,1798,193,8,3,0,19.50,47.60
35,45,46,5856,1798,193,8,3,0,19.50,47.60
36,45,46,5913,1812,191,8,3,0,19.50,47.50
36,45,46,5913,1812,191,8,3,0,19.50,47.40
36,45,46,5913,1812,191,8,3,0,19.50,47.50
36,46,47,6021,1834,195,10,3,1,19.50,47.40
36,46,47,6021,1834,195,10,3,1,19.50,47.50
36,46,47,6021,1834,195,10,3,1,19.50,47.60
36,46,49,6081,1865,195,11,4,2,19.50,47.50
36,46,49,6081,1865,195,11,4,2,19.40,47.60
36,46,49,6081,1865,195,11,4,2,19.50,47.40
36,46,49,6081,1865,200,12,4,2,19.40,47.50
36,46,49,6081,1865,200,12,4,2,19.50,47.50
36,46,49,6081,1865,200,12,4,2,19.50,47.40
36,45,47,5841,1804,201,11,4,2,19.50,47.40
36,45,47,5841,1804,201,11,4,2,19.50,47.50
36,45,47,5841,1804,201,11,4,2,19.50,47.50
33,42,45,5520,1697,193,11,4,2,19.50,47.40
32,41,44,5418,1663,188,10,4,2,19.50,47.40
33,42,44,5469,1685,200,9,4,2,19.50,47.40
32,41,43,5379,1652,195,8,3,2,19.50,47.40
32,40,41,5265,1604,181,5,2,2,19.50,47.40
30,38,40,5052,1543,178,5,2,2,19.50,47.30
30,37,39,4929,1515,179,3,1,1,19.50,47.30
30,38,39,4920,1517,173,3,1,1,19.50,47.30
29,37,38,4803,1485,179,2,1,1,19.50,47.20
28,36,37,4662,1439,166,2,1,1,19.50,47.30
28,36,38,4698,1443,176,2,1,1,19.50,47.30
29,37,38,4758,1463,187,2,1,1,19.50,47.30
28,37,38,4635,1424,184,5,1,1,19.50,47.10
28,37,38,4635,1424,184,5,1,1,19.40,47.20
28,37,38,4635,1424,184,5,1,1,19.50,47.20
27,36,38,4557,1409,186,5,1,1,19.50,47.30
27,36,38,4557,1409,186,5,1,1,19.50,47.30
27,36,38,4557,1409,186,5,1,1,19.50,47.30
26,35,38,4416,1375,181,8,2,2,19.50,47.30
26,35,38,4416,1375,181,8,2,2,19.50,47.40
26,35,38,4416,1375,181,8,2,2,19.50,47.30
25,35,38,4365,1360,188,11,2,2,19.50,47.30
25,35,38,4365,1360,188,11,2,2,19.50,47.40
25,35,38,4365,1360,188,11,2,2,19.50,47.30
24,34,36,4212,1309,187,10,2,2,19.50,47.30
25,35,37,4212,1309,187,10,2,2,19.50,47.30
25,35,37,4212,1309,187,10,2,2,19.50,47.30
25,34,36,4170,1297,191,10,1,1,19.50,47.10
25,34,36,4170,1297,191,10,1,1,19.50,47.20
25,34,36,4170,1297,191,10,1,1,19.50,47.20
26,34,37,4221,1319,185,11,2,2,19.50,47.20
25,33,36,4221,1319,185,11,2,2,19.50,47.20
25,33,36,4221,1319,185,11,2,2,19.50,47.20
24,34,36,4245,1321,195,11,2,2,19.50,47.10
24,34,36,4245,1321,195,11,2,2,19.50,47.10
24,34,36,4245,1321,195,11,2,2,19.50,47.10
24,33,35,4161,1307,186,12,3,2,19.50,47.20
24,33,35,4161,1307,186,12,3,2,19.50,47.10
24,33,35,4161,1307,186,12,3,2,19.50,47.10
23,31,34,3984,1251,175,12,3,2,19.50,47.00
23,31,34,3984,1251,175,12,3,2,19.50,47.20
24,32,35,3984,1251,175,12,3,2,19.50,47.10
24,31,33,3918,1229,154,9,3,2,19.40,47.10
24,31,33,3918,1229,154,9,3,2,19.50,47.10
23,30,32,3918,1229,154,9,3,2,19.50,46.90
22,29,32,3831,1200,156,12,3,2,19.50,47.00
22,29,32,3831,1200,156,12,3,2,19.50,47.10
22,29,32,3831,1200,156,12,3,2,19.50,47.00
22,28,30,3747,1175,146,9,2,1,19.50,47.00
22,28,30,3747,1175,146,9,2,1,19.50,47.00
23,29,31,3747,1175,146,9,2,1,19.50,46.90
22,28,30,3756,1175,144,7,2,1,19.50,46.90
22,28,30,3756,1175,144,7,2,1,19.50,46.90
22,28,30,3756,1175,144,7,2,1,19.50,46.90
21,27,29,3720,1167,135,7,2,1,19.50,46.90
21,27,29,3720,1167,135,7,2,1,19.50,46.90
21,27,29,3720,1167,135,7,2,1,19.50,47.00
21,26,28,3543,1102,128,6,2,1,19.50,46.90
21,26,28,3543,1102,128,6,2,1,19.50,46.90
21,26,28,3543,1102,128,6,2,1,19.50,47.00
19,24,25,3363,1034,123,5,1,0,19.50,46.90
19,24,25,3363,1034,123,5,1,0,19.50,47.00
19,24,25,3363,1034,123,5,1,0,19.50,46.80
19,23,25,3168,978,114,5,1,0,19.50,46.90
19,23,25,3168,978,114,5,1,0,19.50,46.80
19,23,25,3168,978,114,5,1,0,19.50,46.90
17,22,23,3030,939,113,4,0,0,19.50,46.80
17,22,23,3030,939,113,4,0,0,19.50,47.00
17,22,23,3030,939,113,4,0,0,19.50,46.80
17,22,23,3066,951,115,5,1,0,19.50,46.80
18,23,24,3066,951,115,5,1,0,19.50,46.80
18,23,24,3066,951,115,5,1,0,19.50,46.80
17,22,24,2943,912,115,5,1,0,19.50,46.80
16,21,23,2943,912,115,5,1,0,19.40,46.80
16,21,23,2943,912,115,5,1,0,19.50,46.80
16,20,21,2871,890,101,2,1,0,19.50,46.80
17,21,22,2871,890,101,2,1,0,19.50,46.70
17,21,22,2871,890,101,2,1,0,19.50,46.70
17,20,21,2811,866,99,2,1,0,19.50,46.80
17,20,21,2811,866,99,2,1,0,19.50,46.80
17,20,21,2811,866,99,2,1,0,19.40,46.70
16,19,19,2688,825,85,1,1,0,19.50,46.70
16,19,19,2688,825,85,1,1,0,19.50,46.70
16,19,19,2688,825,85,1,1,0,19.50,46.70
15,18,19,2550,781,87,4,2,0,19.40,46.60
15,18,19,2550,781,87,4,2,0,19.40,46.80
14,17,18,2550,781,87,4,2,0,19.50,46.70
14,17,18,2463,754,80,4,2,0,19.40,46.70
14,17,18,2463,754,80,4,2,0,19.40,46.50
15,18,19,2463,754,80,4,2,0,19.40,46.70
14,17,18,2355,725,69,4,2,0,19.40,46.60
14,17,18,2355,725,69,4,2,0,19.50,46.60
13,16,17,2355,725,69,4,2,0,19.40,46.60
13,15,17,2352,720,68,5,3,1,19.50,46.60
13,15,17,2352,720,68,5,3,1,19.50,46.60
13,15,17,2352,720,68,5,3,1,19.40,46.70
13,16,17,2286,698,63,5,3,1,19.50,46.60
13,16,17,2286,698,63,5,3,1,19.40,46.50
13,16,17,2286,698,63,5,3,1,19.40,46.60
12,14,16,2106,644,60,4,2,1,19.50,46.60
12,14,16,2106,644,60,4,2,1,19.40,46.50
12,14,16,2106,644,60,4,2,1,19.40,46.60
12,14,16,2064,635,60,4,2,1,19.50,46.70
12,14,16,2064,635,60,4,2,1,19.40,46.60
12,14,16,2064,635,60,4,2,1,19.40,46.60
11,13,15,1983,603,53,4,2,1,19.40,46.60
11,13,15,1983,603,53,4,2,1,19.40,46.60
11,13,15,1983,603,53,4,2,1,19.40,46.50
11,14,15,2007,613,56,4,2,1,19.40,46.50
11,14,15,2007,613,56,4,2,1,19.40,46.60
11,14,15,2007,613,56,4,2,1,19.50,46.60
11,15,16,2001,614,70,5,2,1,19.50,46.50
11,15,16,2001,614,70,5,2,1,19.50,46.50
11,15,16,2001,614,70,5,2,1,19.40,46.50
12,15,16,2121,654,63,3,2,1,19.50,46.60
12,15,16,2121,654,63,3,2,1,19.40,46.60
12,15,16,2121,654,63,3,2,1,19.50,46.50
14,17,19,2361,730,80,3,2,1,19.40,46.60
14,17,19,2361,730,80,3,2,1,19.40,46.60
14,17,19,2361,730,80,3,2,1,19.40,46.50
15,18,19,2439,760,77,3,2,1,19.40,46.60
15,19,19,2469,766,82,3,1,0,19.40,46.70
15,20,21,2583,801,92,3,1,0,19.40,46.60
15,21,22,2640,816,98,4,1,0,19.40,46.70
16,21,22,2790,862,103,4,1,0,19.40,46.60
16,22,23,2805,870,112,4,1,0,19.40,46.60
16,22,23,2853,882,121,4,1,0,19.40,46.60
17,22,23,2814,865,106,3,1,0,19.40,46.60
17,23,23,2829,867,118,2,0,0,19.40,46.60
16,21,22,2715,825,105,2,0,0,19.40,46.60
14,20,20,2673,800,108,2,0,0,19.40,46.80
14,19,19,2601,777,98,1,0,0,19.40,46.60
13,18,18,2535,750,88,1,0,0,19.40,46.60
13,18,18,2535,750,88,1,0,0,19.40,46.60
13,18,18,2535,750,88,1,0,0,19.40,46.60
13,17,17,2433,719,85,0,0,0,19.40,46.60
13,17,17,2433,719,85,0,0,0,19.40,46.70
13,17,17,2433,719,85,0,0,0,19.40,46.70
11,15,15,2280,668,77,0,0,0,19.40,46.70
11,15,15,2280,668,77,0,0,0,19.40,46.80
11,15,15,2280,668,77,0,0,0,19.40,46.70
11,15,15,2250,656,70,1,0,0,19.40,46.70
11,15,15,2250,656,70,1,0,0,19.40,46.70
12,16,16,2250,656,70,1,0,0,19.40,46.60
12,15,15,2115,617,56,1,0,0,19.40,46.50
12,15,15,2115,617,56,1,0,0,19.40,46.60
12,15,15,2115,617,56,1,0,0,19.40,46.60
10,13,13,2019,590,54,1,0,0,19.40,46.70
10,13,13,2019,590,54,1,0,0,19.40,46.70
10,13,13,2019,590,54,1,0,0,19.40,46.50
9,11,11,1833,534,44,1,0,0,19.40,46.70
9,11,11,1833,534,44,1,0,0,19.40,46.70
9,11,11,1833,534,44,1,0,0,19.40,46.70
9,11,11,1644,483,40,1,0,0,19.40,46.70
9,11,11,1644,483,40,1,0,0,19.40,46.60
9,11,11,1644,483,40,1,0,0,19.40,46.80
8,10,10,1584,473,37,2,0,0,19.40,46.60
8,10,10,1584,473,37,2,0,0,19.40,46.50
8,10,10,1584,473,37,2,0,0,19.40,46.60
8,10,10,1569,469,40,2,0,0,19.40,46.60
8,10,10,1569,469,40,2,0,0,19.40,46.60
8,10,10,1569,469,40,2,0,0,19.40,46.60
8,9,9,1542,461,40,2,0,0,19.40,46.60
9,10,10,1542,461,40,2,0,0,19.40,46.50
9,10,10,1542,461,40,2,0,0,19.40,46.50
9,10,10,1563,470,33,2,0,0,19.40,46.50
9,10,10,1563,470,33,2,0,0,19.40,46.50
9,10,10,1563,470,33,2,0,0,19.40,46.50
9,11,11,1593,482,33,2,0,0,19.40,46.50
9,11,11,1593,482,33,2,0,0,19.40,46.60
9,11,11,1593,482,33,2,0,0,19.40,46.60
9,11,11,1620,494,35,1,0,0,19.40,46.60
9,11,11,1620,494,35,1,0,0,19.40,46.60
9,11,11,1620,494,35,1,0,0,19.40,46.50
9,10,10,1545,472,42,1,0,0,19.30,46.50
9,10,10,1545,472,42,1,0,0,19.40,46.70
9,10,10,1545,472,42,1,0,0,19.40,46.40
9,11,11,1611,496,40,1,0,0,19.40,46.50
9,11,11,1611,496,40,1,0,0,19.40,46.50
9,11,11,1611,496,40,1,0,0,19.40,46.50
9,11,11,1593,491,38,1,0,0,19.40,46.50
9,11,11,1593,491,38,1,0,0,19.40,46.60
9,11,11,1593,491,38,1,0,0,19.40,46.60
9,11,11,1614,499,42,1,0,0,19.40,46.60
9,11,11,1614,499,42,1,0,0,19.40,46.50
9,11,11,1614,499,42,1,0,0,19.40,46.50
9,10,10,1548,477,42,0,0,0,19.30,46.60
9,10,10,1548,477,42,0,0,0,19.40,46.50
9,10,10,1548,477,42,0,0,0,19.40,46.50
9,10,10,1518,464,40,0,0,0,19.40,46.50
9,10,10,1518,464,40,0,0,0,19.40,46.50
9,10,10,1518,464,40,0,0,0,19.40,46.40
8,10,10,1509,464,40,1,0,0,19.40,46.40
8,10,10,1509,464,40,1,0,0,19.40,46.60
8,10,10,1509,464,40,1,0,0,19.40,46.60
9,11,11,1578,479,47,1,0,0,19.40,46.50
9,11,11,1578,479,47,1,0,0,19.40,46.50
9,11,11,1578,479,47,1,0,0,19.40,46.50
9,10,10,1587,474,49,1,0,0,19.40,46.60
9,10,10,1587,474,49,1,0,0,19.40,46.60
9,10,10,1587,474,49,1,0,0,19.40,46.70
8,10,10,1530,455,47,2,0,0,19.40,46.60
8,10,10,1530,455,47,2,0,0,19.40,46.50
8,10,10,1530,455,47,2,0,0,19.40,46.60
9,11,11,1632,491,49,3,0,0,19.40,46.60
9,11,11,1632,491,49,3,0,0,19.40,46.60
9,11,11,1632,491,49,3,0,0,19.40,46.60
9,11,11,1605,481,49,3,0,0,19.40,46.70
9,11,11,1605,481,49,3,0,0,19.30,46.50
9,11,11,1605,481,49,3,0,0,19.40,46.70
9,11,11,1614,484,47,4,0,0,19.30,46.60
9,11,11,1614,484,47,4,0,0,19.40,46.50
9,11,11,1614,484,47,4,0,0,19.40,46.50
9,12,12,1656,498,52,4,0,0,19.40,46.50
9,12,12,1656,498,52,4,0,0,19.30,46.60
9,12,12,1656,498,52,4,0,0,19.30,46.50
9,12,12,1635,496,50,4,0,0,19.30,46.60
9,12,12,1635,496,50,4,0,0,19.30,46.40
9,12,12,1635,496,50,4,0,0,19.40,46.50
9,12,12,1674,513,54,4,0,0,19.40,46.40
9,12,12,1674,513,54,4,0,0,19.40,46.40
9,12,12,1674,513,54,4,0,0,19.30,46.50
9,11,11,1593,484,50,3,0,0,19.40,46.40
9,11,11,1593,484,50,3,0,0,19.30,46.60
9,11,11,1593,484,50,3,0,0,19.40,46.50
8,11,11,1506,460,48,3,0,0,19.30,46.50
8,11,11,1506,460,48,3,0,0,19.30,46.50
8,11,11,1506,460,48,3,0,0,19.30,46.50
8,11,11,1461,445,53,4,0,0,19.40,46.50
8,11,11,1461,445,53,4,0,0,19.30,46.60
8,11,11,1461,445,53,4,0,0,19.30,46.40
9,11,11,1536,469,61,3,0,0,19.40,46.70
9,11,11,1536,469,61,3,0,0,19.30,46.50
9,11,11,1536,469,61,3,0,0,19.30,46.50
9,11,12,1536,469,61,3,0,0,19.30,46.60
9,11,12,1536,469,61,3,0,0,19.30,46.50
9,11,12,1536,469,61,3,0,0,19.40,46.50
9,12,12,1632,498,66,3,0,0,19.40,46.70
9,12,12,1632,498,66,3,0,0,19.40,46.70
9,12,12,1632,498,66,3,0,0,19.30,46.70
10,13,13,1728,531,75,2,0,0,19.30,46.70
10,13,13,1728,531,75,2,0,0,19.40,46.70
10,13,13,1728,531,75,2,0,0,19.40,46.70
10,12,13,1731,534,68,3,0,0,19.30,46.70
10,12,13,1731,534,68,3,0,0,19.30,46.80
10,12,13,1731,534,68,3,0,0,19.30,46.70
11,14,14,1848,566,77,3,0,0,19.30,46.80
11,14,14,1848,566,77,3,0,0,19.30,46.70
11,14,14,1848,566,77,3,0,0,19.30,46.70
10,14,14,1794,550,77,4,0,0,19.30,46.80
10,14,14,1794,550,77,4,0,0,19.30,46.70
10,14,14,1794,550,77,4,0,0,19.30,46.60
11,15,15,1869,577,82,5,0,0,19.30,46.80
11,15,15,1869,577,82,5,0,0,19.30,46.70
11,15,15,1869,577,82,5,0,0,19.30,46.80
11,15,15,1896,588,84,5,0,0,19.30,46.70
11,15,15,1896,588,84,5,0,0,19.30,46.80
11,15,15,1896,588,84,5,0,0,19.30,46.80
11,15,16,1977,615,77,4,0,0,19.40,46.60
11,15,16,1977,615,77,4,0,0,19.30,46.80
11,15,16,1977,615,77,4,0,0,19.30,46.70
11,15,16,1974,617,71,5,0,0,19.30,46.60
11,15,16,1974,617,71,5,0,0,19.30,46.70
11,15,16,1974,617,71,5,0,0,19.30,46.70
11,15,15,1944,601,64,5,0,0,19.30,46.60
11,15,15,1944,601,64,5,0,0,19.30,46.80
11,15,15,1944,601,64,5,0,0,19.30,46.70
11,15,15,1905,592,63,5,0,0,19.30,46.70
11,15,15,1905,592,63,5,0,0,19.30,46.80
11,15,15,1905,592,63,5,0,0,19.30,46.70
10,14,15,1836,564,56,6,1,0,19.30,46.70
10,14,15,1836,564,56,6,1,0,19.30,46.80
10,14,15,1836,564,56,6,1,0,19.30,46.70
10,13,15,1800,551,58,5,1,0,19.30,46.80
10,13,15,1800,551,58,5,1,0,19.30,46.70
10,13,15,1800,551,58,5,1,0,19.30,46.70
10,13,15,1845,563,56,6,1,0,19.30,46.70
10,13,15,1845,563,56,6,1,0,19.30,46.70
10,13,15,1845,563,56,6,1,0,19.30,46.80
10,12,14,1839,560,47,5,1,0,19.30,46.80
10,12,14,1839,560,47,5,1,0,19.30,46.90
10,12,14,1839,560,47,5,1,0,19.30,46.70
10,12,14,1824,555,42,4,1,0,19.30,46.80
10,12,14,1824,555,42,4,1,0,19.30,46.80
10,12,14,1824,555,42,4,1,0,19.30,46.80
11,12,14,1848,561,42,4,1,0,19.30,46.80
11,12,14,1848,561,42,4,1,0,19.30,46.70
11,12,14,1848,561,42,4,1,0,19.30,46.70
10,11,13,1791,551,45,4,1,0,19.30,46.80
10,11,13,1791,551,45,4,1,0,19.20,46.80
10,11,13,1791,551,45,4,1,0,19.30,46.80
9,11,12,1740,532,46,3,1,0,19.30,46.80
10,12,13,1740,532,46,3,1,0,19.30,46.80
10,12,13,1740,532,46,3,1,0,19.30,46.80
10,11,12,1692,519,44,2,1,0,19.30,46.90
9,10,11,1692,519,44,2,1,0,19.30,46.70
9,10,11,1692,519,44,2,1,0,19.30,46.80
